ID	UNNAMED	ORP	ORF	ORT	PHM	PHT	IPA	TRA	CONCEPT	CSA	SRC	REF	COA	EML_(AUTEUR)	EMF_(AUTEUR)	EMT_(AUTEUR)	EML_(SAISIE)	EMF_(SAISIE)	EMT_(SAISIE)	CGR	DV	TOKENS	DOCULECT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT	COGIDS	STRUCTURE	PATTERNS
719	45	0	0		yuwapɨka		juwapɨka		shoulder													j u w a p ɨ k a	Omagua	6 7 6 7 1 7 1 7	AXBYBYBZ	JYWAPIKA	2	2.J.C 2.Y.V 2.W.C 2.A.V 2.P.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	1	1940	j u w a p ɨ k a	86	c c c c c c c c	15-gen_j/j 169-2/ɨ 17-b>w/w 1-gen_a/a 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
924	60	0	0	ɨka			ɨka	hombro	shoulder		7	14								N.		ɨ k a	Kokama	7 1 2007	XBZ	IKA	1	1.I.V 1.K.C 1.A.V	1.5 1.75 0.8	0	1941	ɨ k a	1941	c c c	0/n 0/n 0/n
1881	70	0	0	atiyba ~ atyyba			atiʔɨβa	ombro	shoulder	OL: Also /atɨʔɨβa/	2	38										a t i ʔ ɨ β a	Tupinamba	7 1 7 1 7 3 7	XBYBYBZ	ATIHIBA	3	3.A.V 3.T.C 3.I.V 3.H.C 3.I.V 3.B.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1939	a t i ʔ ɨ β a	1939	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
1579	59	0	0	yɨwapɨka			jɨwapɨka	hombro. Lit. base (asiento) del brazo	shoulder, lit. the seat of the arm		9	269								N.		j ɨ w a p ɨ k a	Kokama	6 7 6 7 1 7 1 7	AXBYBYBZ	JIWAPIKA	1	1.J.C 1.I.V 1.W.C 1.A.V 1.P.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1942	j ɨ w a p ɨ k a	86	c c c c c c c c	15-gen_j/j 169-2/ɨ 17-b>w/w 1-gen_a/a 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
398	718	0	0		sasɨma		sasɨma		shout, yell (intr)													s a s ɨ m a	Omagua	3 7 3 7 4 7	AXBYBZ	SASIMA	2	2.S.C 2.A.V 2.S.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1943	- - s a s ɨ m a	1943	c c c c c c	213-1/ts 59-8/a 11-deaffric/ts 1-gen_a/a 11-deaffric/ts 87-3/ɨ 12-gen_m/m 1-gen_a/a
1326	1038	0	0	tsatsatsɨma			tsatsatsɨma	gritar	shout, yell (intr)		9	209								V.		ts a ts a ts ɨ m a	Kokama	2 7 2 7 2 7 4 7	AXBYBYBZ	CACACIMA	1	1.C.C 1.A.V 1.C.C 1.A.V 1.C.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1943	ts a ts a ts ɨ m a	1943	c c c c c c c c	213-1/ts 59-8/a 11-deaffric/ts 1-gen_a/a 11-deaffric/ts 87-3/ɨ 12-gen_m/m 1-gen_a/a
1857	1277	1277	2	assema			asema	gritar	shout, yell (intr)		2	36									(t) (xe)	s a s e m a	Tupinamba	7 3 7 4 7	XBYBZ	ASEMA	3	3.A.V 3.S.C 3.E.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1943	- - s a s e m a	1943	c c c c c c	213-1/ts 59-8/a 11-deaffric/ts 1-gen_a/a 11-deaffric/ts 87-3/ɨ 12-gen_m/m 1-gen_a/a
2806	1279	1279	1	possema			posema	gritar	shout, yell (intr)		2	130	[essé]									p o s e m a	Tupinamba	1 7 3 7 4 7	AXBYBZ	PUSEMA	3	3.P.C 3.U.V 3.S.C 3.E.V 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1943	p o - s e m a	1946	c c c c c c	6-gen_p/p 14-o>u/u 2-157/Ø 11-deaffric/ts 19-gen_e/e 12-gen_m/m 1-gen_a/a
1858	1374	1277	1	assema			asema	grito	shout, yell (n)		2	36									(t)	a s e m a	Tupinamba	7 3 7 4 7	XBYBZ	ASEMA	3	3.A.V 3.S.C 3.E.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 0.8	1	1944	a s e m a	1944	c c c c c	0/n 0/n 0/n 0/n 0/n
2758	1713	1278	2	poassema			poasema	grito	shout, yell (n.)		2	126										p o a s e m a	Tupinamba	1 7 7 3 7 4 7	AXYBYBZ	PUASEMA	3	3.P.C 3.U.V 3.A.V 3.S.C 3.E.V 3.M.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	1	1945	p o a s e m a	1945	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2756	1278	1278	1	poassema			poasema	gritar	shout, yell (v.)		2	126									(xe)	p o a s e m a	Tupinamba	1 7 7 3 7 4 7	AXYBYBZ	PUASEMA	3	3.P.C 3.U.V 3.A.V 3.S.C 3.E.V 3.M.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	1	1946	p o a s e m a	1946	c c c c c c c	6-gen_p/p 14-o>u/u 2-157/Ø 11-deaffric/ts 19-gen_e/e 12-gen_m/m 1-gen_a/a
2029	1000	1000	1	cuabeenga ~ cuameenga			kuaβeʔeŋa	mostrar	show	OL: <cua-> could also be /kʷa-/ or /kuʔa-/. Also: /kuameʔeŋa/	2	47								tr.		k u a β e ʔ e ŋ a	Tupinamba	1 7 7 3 7 1 7 4 7	AXYBYBYBZ	KYABEHENA	3	3.K.C 3.Y.V 3.A.V 3.B.C 3.E.V 3.H.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	1	1947	k u a β e ʔ e ŋ a	1947	c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
460	93	0	0		suɾukuku		suɾukuku	shushupe	shusupe, Lachesis muta, bushmaster snake													s u ɾ u k u k u	Omagua	3 7 5 7 1 7 1 7	AXBYBYBZ	SYRYKYKY	2	2.S.C 2.Y.V 2.R.C 2.Y.V 2.K.C 2.Y.V 2.K.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1948	s u ɾ u k u k u	1948	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3	419	0	0		aikua		aikua		sick													a i k u a	Omagua	7 7 1 7 7	XYBYZ	AIKYA	2	2.A.V 2.I.V 2.K.C 2.Y.V 2.A.V	1.5 1.3 1.75 1.3 0.8	0	1951	a i k u a	1007	c c c c c	1-gen_a/a 41-coda_j/j 4-gen_k/k 44-u>w/w 1-gen_a/a
2323	688	688	1	maraara			maɾaaɾa	doente	sick	OL: Could perhaps be /maɾaʔaɾa/.	2	83										m a ɾ a a ɾ a	Tupinamba	4 7 5 7 7 5 7	AXBYYBZ	MARAARA	3	3.M.C 3.A.V 3.R.C 3.A.V 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	1	1949	m a ɾ a - a ɾ a	1949	c c c c c c c	12-gen_m/m 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a 2-157/Ø 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
2330	687	0	0	marabora			maɾaβoɾa	doente	sick		2	84										m a ɾ a β o ɾ a	Tupinamba	4 7 5 7 3 7 5 7	AXBYBYBZ	MARABURA	3	3.M.C 3.A.V 3.R.C 3.A.V 3.B.C 3.U.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1949	m a ɾ a β o ɾ a	1949	c c c c c c c c	12-gen_m/m 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a 2-157/Ø 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
2351	689	0	0	mbaeassybora			mbaʔeasɨβoɾa	doente	sick		2	85										mb a ʔ e a s ɨ β o ɾ a	Tupinamba	4 1 7 1 7 7 3 7 3 7 5 7	ACYBYYBYBYBZ	MPAHEASIBURA	3	3.M.C 3.P.C 3.A.V 3.H.C 3.E.V 3.A.V 3.S.C 3.I.V 3.B.C 3.U.V 3.R.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1950	mb a ʔ e a s ɨ β o ɾ a	1950	c c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2326	1722	688	2	maraara			maɾaaɾa	doença	sickness, disease	OL: Could perhaps be /maɾaʔaɾa/.	2	83										m a ɾ a a ɾ a	Tupinamba	4 7 5 7 7 5 7	AXBYYBZ	MARAARA	3	3.M.C 3.A.V 3.R.C 3.A.V 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	1	1952	m a ɾ a a ɾ a	1952	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
724	467	0	0		#NAME?		kakuɾa	next to	side													k a k u ɾ a	Omagua	1 7 1 7 5 7	AXBYBZ	KAKYRA	2	2.K.C 2.A.V 2.K.C 2.Y.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1953	k a k u ɾ a	1953	c c c c c c	4-gen_k/k 1-gen_a/a 4-gen_k/k 5-gen_u/u 3-gen_ɾ/ɾ 1-gen_a/a
990	669	0	0	kakuɾa			kakuɾa	lado de, costado de. Nombre relacional que indica la posición espacial de una entidad con respecto a otro	side		9	90								N.		k a k u ɾ a	Kokama	1 7 1 7 5 7	AXBYBZ	KAKYRA	1	1.K.C 1.A.V 1.K.C 1.Y.V 1.R.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1953	k a k u ɾ a	1953	c c c c c c	4-gen_k/k 1-gen_a/a 4-gen_k/k 5-gen_u/u 3-gen_ɾ/ɾ 1-gen_a/a
1325	670	0	0	tsati			tsati	lado, partes laterales de una identidad	side		9	209								N.		ts a t i	Kokama	2 7 1 7	AXBZ	CATI	1	1.C.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	1955	ts a t i	1955	c c c c	0/n 0/n 0/n 0/n
2642	813	813	2	ojoybýri			ojoɨβɨ́ɾi	lado a lado	side		2	116										o j o ɨ β ɨ́ ɾ i	Tupinamba	7 6 7 7 3 7 5 7	XBYYBYBZ	UJUIBIRI	3	3.U.V 3.J.C 3.U.V 3.I.V 3.B.C 3.I.V 3.R.C 3.I.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	1	1956	o j o ɨ β ɨ́ ɾ i	1956	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3246	812	0	0	yqué			ɨké	lado, costado	side		2	166										ɨ k é	Tupinamba	7 1 2007	XBZ	IKE	3	3.I.V 3.K.C 3.E.V	1.5 1.75 0.8	0	1954	ɨ k é	1954	c c c	0/n 0/n 0/n
214	371	0	0		kumata		kumata		sieve (strainer)													k u m a t a	Omagua	1 7 4 7 1 7	AXBYBZ	KYMATA	2	2.K.C 2.Y.V 2.M.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1957	k u m a t a	1957	c c c c c c	4-gen_k/k 5-gen_u/u 12-gen_m/m 1-gen_a/a 7-gen_t/t 1-gen_a/a
1046	503	0	0	kumata			kumata	colador, cernidor hecho de fibra vegetal, como tamshi, bombonaje, corteza de aguaje, yarina, sinamillo, etc. En los kukama hay dos tipos de coladores. (1) El cedazo es más denso y con hoyos menudos, se utiliza para cernir masato chapeado. (2) El colador más ralo y con hoyos más grandes, se usa para cernir masa de yuca para hacer fariña.	sieve (strainer)		9	110								N.		k u m a t a	Kokama	1 7 4 7 1 7	AXBYBZ	KYMATA	1	1.K.C 1.Y.V 1.M.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1957	k u m a t a	1957	c c c c c c	4-gen_k/k 5-gen_u/u 12-gen_m/m 1-gen_a/a 7-gen_t/t 1-gen_a/a
3145	582	0	0	urupema			uɾupema	peneira	sieve (strainer)		2	158										u ɾ u p e m a	Tupinamba	7 5 7 1 7 4 7	XBYBYBZ	YRYPEMA	3	3.Y.V 3.R.C 3.Y.V 3.P.C 3.E.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1958	u ɾ u p e m a	1958	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
1618		0	0	kumata			kumata	colador, cernidor	sieve, strainer		9	110										k u m a t a	Kokama	1 7 4 7 1 7	AXBYBZ	KYMATA	1	1.K.C 1.Y.V 1.M.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1959	k u m a t a	1957	c c c c c c	4-gen_k/k 5-gen_u/u 12-gen_m/m 1-gen_a/a 7-gen_t/t 1-gen_a/a
1632	1069	0	0	aangaba			aʔaŋaβa	sinal, imagem, medida	signal, image		2	19										a ʔ a ŋ a β a	Tupinamba	7 1 7 4 7 3 7	XBYBYBZ	AHANABA	3	3.A.V 3.H.C 3.A.V 3.N.C 3.A.V 3.B.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1960	a ʔ a ŋ a β a	1960	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
752	1061	624	2	ajamia ~ amiya			aʃamia	así, similar	similar	OL: Also /amija/	9	23								Adv.		a ʃ a m i a	Kokama	7 3 7 4 7 7	XBYBYZ	ASAMIA	1	1.A.V 1.S.C 1.A.V 1.M.C 1.I.V 1.A.V	1.5 1.75 1.3 1.75 1.3 0.8	1	1962	a ʃ a m i a	1962	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1795	1358	310	1	apixara			apiʃaɾa	semelhante	similar		2	32										a p i ʃ a ɾ a	Tupinamba	7 1 7 3 7 5 7	XBYBYBZ	APISARA	3	3.A.V 3.P.C 3.I.V 3.S.C 3.A.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	1	1961	a p i ʃ a ɾ a	1961	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
1754	1347	607	3	angaipaba			aNaipaβa	pecado	sin	OL: Cf. /aíβa/ comment.	2	28										a ɴ a i p a β a	Tupinamba	7 4 7 7 1 7 3 7	XBYYBYBZ	ANAIPABA	3	3.A.V 3.N.C 3.A.V 3.I.V 3.P.C 3.A.V 3.B.C 3.A.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	1	1963	a ɴ a i p a β a	1963	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2444	1516	931	3	moína			moʔína	entoar, tirar [canto]	sing		2	93								tr.		m o ʔ í n a	Tupinamba	4 7 1 7 4 7	AXBYBZ	MUHINA	3	3.M.C 3.U.V 3.H.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1964	m o ʔ í n a	1964	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
59	589	0	0		ikaɾa		ikaɾa		sing (intr)													i k a ɾ a	Omagua	7 1 7 5 7	XBYBZ	IKARA	2	2.I.V 2.K.C 2.A.V 2.R.C 2.A.V	1.5 1.75 1.3 1.75 0.8	0	1966	- - - i k a ɾ a	1966	c c c c c	64-9/- 33-14/- 13-glott_loss/- 24-med_e>i/i 119-2/k 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
857	877	0	0	ikara			ikaɾa	cantar, acción de los sabios o curanderos cuando realizan cantos curativos tradicionales	sing (intr)		9	58								V.		i k a ɾ a	Kokama	7 1 7 5 7	XBYBZ	IKARA	1	1.I.V 1.K.C 1.A.V 1.R.C 1.A.V	1.5 1.75 1.3 1.75 0.8	0	1966	- - - i k a ɾ a	1966	c c c c c	64-9/- 33-14/- 13-glott_loss/- 24-med_e>i/i 119-2/k 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
2580	1050	0	0	nheengara			ɲeʔeŋaɾa	cantar; canto; cântico	sing (intr)		2	109								intr.		ɲ e ʔ e ŋ a ɾ a	Tupinamba	4 7 1 7 4 7 5 7	AXBYBYBZ	NEHENARA	3	3.N.C 3.E.V 3.H.C 3.E.V 3.N.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1965	ɲ e ʔ e ŋ a ɾ a	1966	c c c c c c c c	64-9/- 33-14/- 13-glott_loss/- 24-med_e>i/i 119-2/k 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
2581	1051	0	0	nheengaraíba			ɲeʔeŋaɾaíβa	cantar	sing (intr)	OL: Possibly /-aʔíβa/?	1	52										ɲ e ʔ e ŋ a ɾ a í β a	Tupinamba	4 7 1 7 4 7 5 7 7 3 7	AXBYBYBYYBZ	NEHENARAIBA	3	3.N.C 3.E.V 3.H.C 3.E.V 3.N.C 3.A.V 3.R.C 3.A.V 3.I.V 3.B.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	1965	ɲ e ʔ e ŋ a ɾ a í β a	1965	c c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
653	520	0	0		yapɨma		japɨma		sink (intr)													j a + p ɨ m a	Omagua	6 7 1 7 4 7	AXBYBZ	JAPIMA	2	2.J.C 2.A.V 2.P.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	1967	j a + p ɨ m a	101 663	c c + c c c c	15-gen_j/j 1-gen_a/a + 6-gen_p/p 9-gen_ɨ/ɨ 12-gen_m/m 1-gen_a/a
1528	762	762	2	yaparari			japaɾaɾi	hundirse, sumergirse en el agua hasta el fondo	sink (intr)		9	257								V.		j + a p a ɾ a ɾ i	Kokama	6 7 1 7 5 7 5 7	AXBYBYBZ	JAPARARI	1	1.J.C 1.A.V 1.P.C 1.A.V 1.R.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	1	1968	j + a p a ɾ a ɾ i	212 781	c + c c c c c c c	8-gen_i/i + 1-gen_a/a 6-gen_p/p 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a 3-gen_ɾ/ɾ 21-fin_i_a/i
66	187	184	2		imua		imua	of woman	sister													i m u a	Omagua	7 4 7 7	XBYZ	IMYA	2	2.I.V 2.M.C 2.Y.V 2.A.V	1.5 1.75 1.3 0.8	1	1970	i m u a	546	c c c c	8-gen_i/i 12-gen_m/m 5-gen_u/u 1-gen_a/a
222	186	0	0		kunia		kunia	of man	sister													k u n i a	Omagua	1 7 4 7 7	AXBYZ	KYNIA	2	2.K.C 2.Y.V 2.N.C 2.I.V 2.A.V	2.0 1.5 1.75 1.3 0.8	1	1969	k u n i a	545	c c c c c	4-gen_k/k 5-gen_u/u 106-2/n 107-2/j 26-nas_a/a
1154	253	0	0	paya			paja	hermana de una mujer	sister, female ego		9	154								N.		p a j a	Kokama	1 7 6 7	AXBZ	PAJA	1	1.P.C 1.A.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	0	1971	p a j a	1971	c c c c	0/n 0/n 0/n 0/n
1052	252	0	0	kunia			kunja	hermana de un hombre	sister, male ego		9	111								N.		k u n j a	Kokama	1 7 4 6 7	AXBCZ	KYNJA	1	1.K.C 1.Y.V 1.N.C 1.J.C 1.A.V	2.0 1.5 1.75 1.5 0.8	0	1973	k u n j a	1973	c c c c c	0/n 0/n 0/n 0/n 0/n
2140	249	249	1	endyra			endɨɾa	irmã (do h.)	sister, male ego		2	56									(t)	e nd ɨ ɾ a	Tupinamba	7 4 1 7 5 7	XMBYBZ	ENTIRA	3	3.E.V 3.N.c 3.T.C 3.I.V 3.R.C 3.A.V	1.5 1.1 1.75 1.3 1.75 0.8	1	1972	e nd ɨ ɾ a	1972	c c c c c	0/n 0/n 0/n 0/n 0/n
269	205	0	0		miɾikɨa		miɾikɨa	of man	sister-in law													m i ɾ i k ɨ a	Omagua	4 7 5 7 1 7 7	AXBYBYZ	MIRIKIA	2	2.M.C 2.I.V 2.R.C 2.I.V 2.K.C 2.I.V 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1975	m i ɾ i k ɨ a	1975	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
557	206	0	0		uki		uki	of woman	sister-in law													u k i	Omagua	7 1 2007	XBZ	YKI	2	2.Y.V 2.K.C 2.I.V	1.5 1.75 0.8	0	1974	u k - - i	1978	c c c	5-gen_u/u 4-gen_k/k 33-14/- 13-glott_loss/- 58-gen_i_tpn_stress/i
1425	273	0	0	uki			uki	cuñada de mujer, término usado por las mujeres para referirse a la esposa del hermano o a la hermana del esposo	sister-in law, female ego		9	225								N.		u k i	Kokama	7 1 2007	XBZ	YKI	1	1.Y.V 1.K.C 1.I.V	1.5 1.75 0.8	1	1976	u k - - i	1978	c c c	5-gen_u/u 4-gen_k/k 33-14/- 13-glott_loss/- 58-gen_i_tpn_stress/i
1111	274	0	0	mirikɨa		mirikɨa	miɾikɨa	cuñada, hermana de la esposa. Término usado por los hombres.	sister-in law, male ego		9	134								N.		m i ɾ i k ɨ a	Kokama	4 7 5 7 1 7 7	AXBYBYZ	MIRIKIA	1	1.M.C 1.I.V 1.R.C 1.I.V 1.K.C 1.I.V 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1977	m i ɾ i k ɨ a	1977	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
3135	288	288	1	uqueí			ukeʔí	cunhada: mulher do irmão ou primo (filho do tio materno) (de m.)	sister-in law: BW or MBSW, female ego		2	157										u k e ʔ í	Tupinamba	7 1 7 1 7	XBYBZ	YKEHI	3	3.Y.V 3.K.C 3.E.V 3.H.C 3.I.V	1.5 1.75 1.3 1.75 0.8	0	1978	u k e ʔ í	1978	c c c c c	5-gen_u/u 4-gen_k/k 33-14/- 13-glott_loss/- 58-gen_i_tpn_stress/i
3254	286	0	0	yquyyraty			ɨkɨʔɨɾatɨ	cunhada: espôsa do yquyyra (yquyyra = irmão, primo (filho do tio paterno) ou sobrinho mais velhos (do h.))	sister-in law: BW, FBSW, or GBW,  male ego		2	166									(t, t)	ɨ k ɨ ʔ ɨ ɾ a t ɨ	Tupinamba	7 1 7 1 7 5 7 1 7	XBYBYBYBZ	IKIHIRATI	3	3.I.V 3.K.C 3.I.V 3.H.C 3.I.V 3.R.C 3.A.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1979	ɨ k ɨ ʔ ɨ ɾ a t ɨ	1979	c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
3208	287	0	0	ybyraty			ɨβɨɾatɨ	cunhada: espôsa do irmão mais moço (do h.)	sister-in law: yBW, male ego		2	163									(t, t)	ɨ β ɨ ɾ a t ɨ	Tupinamba	7 3 7 5 7 1 7	XBYBYBZ	IBIRATI	3	3.I.V 3.B.C 3.I.V 3.R.C 3.A.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1980	ɨ β ɨ ɾ a t ɨ	1980	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2125	289	0	0	emireco-yquera			emiɾeko-ɨkeɾa	cunhada (do h.): irmã mais velha da espôsa	sister-in-law, WeZ, male ego		2	56									(t)	e m i ɾ e k o + ɨ k e ɾ a	Tupinamba	7 4 7 5 7 1 7 9 7 1 7 5 7	XBYBYBZ_XBYBZ	EMIREKU_IKERA	3	3.E.V 3.M.C 3.I.V 3.R.C 3.E.V 3.K.C 3.U.V 3._._ 3.I.V 3.K.C 3.E.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	0	1981	e m i ɾ e k o + ɨ k e ɾ a	1981 1585	c c c c c c c + c c c c c	19-gen_e/e 12-gen_m/m 8-gen_i/i 3-gen_ɾ/ɾ 19-gen_e/e 4-gen_k/k 14-o>u/u + 9-gen_ɨ/ɨ 4-gen_k/k 19-gen_e/e 3-gen_ɾ/ɾ 1-gen_a/a
2124	291	0	0	emireco-pyquyyra			emiɾeko-pɨkɨʔɨɾa	cunhada (do h.): irmã mais moça da espôsa	sister-in-law, WyZ, male ego		2	56									(t)	e m i ɾ e k o + p ɨ k ɨ ʔ ɨ ɾ a	Tupinamba	7 4 7 5 7 1 7 9 1 7 1 7 1 7 5 7	XBYBYBZ_AXBYBYBZ	EMIREKU_PIKIHIRA	3	3.E.V 3.M.C 3.I.V 3.R.C 3.E.V 3.K.C 3.U.V 3._._ 3.P.C 3.I.V 3.K.C 3.I.V 3.H.C 3.I.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1982	e m i ɾ e k o + p ɨ k ɨ ʔ ɨ ɾ a	1981 2542	c c c c c c c + c c c c c c c c	19-gen_e/e 12-gen_m/m 8-gen_i/i 3-gen_ɾ/ɾ 19-gen_e/e 4-gen_k/k 14-o>u/u + 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 9-gen_ɨ/ɨ 13-glott_loss/- 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 1-gen_a/a
3136	1684	288	2	uqueí			ukeʔí	concunhadas: esposas de dois irmãos	sisters-in-law: HBW, female ego		2	157										u k e ʔ í	Tupinamba	7 1 7 1 7	XBYBZ	YKEHI	3	3.Y.V 3.K.C 3.E.V 3.H.C 3.I.V	1.5 1.75 1.3 1.75 0.8	1	1983	u k e ʔ í	1983	c c c c c	0/n 0/n 0/n 0/n 0/n
651	658	0	0		yapɨka		japɨka		sit (intr)													j + a p ɨ k a	Omagua	6 7 1 7 1 7	AXBYBZ	JAPIKA	2	2.J.C 2.A.V 2.P.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1984	j + - a p ɨ k a	266 1984	c + c c c c c	15-gen_j/j + 84-3/- 1-gen_a/a 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
1535	960	0	0	yapɨka			japɨka	sentarse	sit (intr)		9	257								V.		j + a p ɨ k a	Kokama	6 7 1 7 1 7	AXBYBZ	JAPIKA	1	1.J.C 1.A.V 1.P.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1984	j + - a p ɨ k a	266 1984	c + c c c c c	15-gen_j/j + 84-3/- 1-gen_a/a 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
1816	1168	0	0	apyca ~ guapyca			gʷapɨka		sit (intr)	EKL: in the entry for 'apyca', there is no definition, it just says 'id. guapyca', but there is no entry in the dictionary for 'guapyca'. there is an entry for 'moguapyca', which means 'fazer sentar' (p. 93). also, in source 1, '(gu)apyca' is translated as 'sentar-se', so we think it's reasonable that these forms would mean 'sit'. OL: Also /apɨka/	2	33										gʷ a p ɨ k a	Tupinamba	1 7 1 7 1 7	AXBYBZ	KAPIKA	3	3.K.C 3.A.V 3.P.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1984	gʷ a p ɨ k a	1984	c c c c c c	84-3/- 1-gen_a/a 6-gen_p/p 9-gen_ɨ/ɨ 4-gen_k/k 1-gen_a/a
